observed,astoro,observed_5s,observed_10s,observed_15s,observed_20s,observed_25s,observed_30s,observed_35s,observed_40s,observed_45s,observed_50s,observed_55s,observed_60s,observed+318T,observed+317T,observed+315T,observed+319T,observed+802G,observed+804G,observed+803G,observed+806G
4833.43,4713.05,4835.22,4837.41,4839.84,4842.41,4844.98,4847.63,4850.12,4852.4,4854.49,4856.2,4857.6,4858.68,33.84,-23.12,22.14,35.92,178.5,4380.86,4868.34,4516.53
4831.82,4713.07,4833.43,4835.22,4837.41,4839.84,4842.41,4844.98,4847.63,4850.12,4852.4,4854.49,4856.2,4857.6,33.69,-23.2,22.1,35.87,180.36,4383.12,4871.89,4518.75
4830.71,4713.09,4831.82,4833.43,4835.22,4837.41,4839.84,4842.41,4844.98,4847.63,4850.12,4852.4,4854.49,4856.2,33.57,-23.28,22.06,35.8,182.32,4385.4,4875.43,4520.97
4830.11,4713.11,4830.71,4831.82,4833.43,4835.22,4837.41,4839.84,4842.41,4844.98,4847.63,4850.12,4852.4,4854.49,33.46,-23.35,22.01,35.73,184.18,4387.77,4878.94,4523.44
4829.56,4713.14,4830.11,4830.71,4831.82,4833.43,4835.22,4837.41,4839.84,4842.41,4844.98,4847.63,4850.12,4852.4,33.37,-23.44,21.95,35.64,186.23,4390.15,4882.08,4526.09
4829.83,4713.16,4829.56,4830.11,4830.71,4831.82,4833.43,4835.22,4837.41,4839.84,4842.41,4844.98,4847.63,4850.12,33.29,-23.53,21.89,35.55,188.13,4392.71,4885.24,4528.67
4830.05,4713.18,4829.83,4829.56,4830.11,4830.71,4831.82,4833.43,4835.22,4837.41,4839.84,4842.41,4844.98,4847.63,33.24,-23.64,21.82,35.46,189.85,4395.22,4887.96,4531.65
4830.71,4713.2,4830.05,4829.83,4829.56,4830.11,4830.71,4831.82,4833.43,4835.22,4837.41,4839.84,4842.41,4844.98,33.2,-23.76,21.75,35.37,191.53,4398.06,4890.53,4534.44
4831.44,4713.23,4830.71,4830.05,4829.83,4829.56,4830.11,4830.71,4831.82,4833.43,4835.22,4837.41,4839.84,4842.41,33.18,-23.88,21.68,35.28,192.91,4400.96,4892.74,4537.29
4832.33,4713.25,4831.44,4830.71,4830.05,4829.83,4829.56,4830.11,4830.71,4831.82,4833.43,4835.22,4837.41,4839.84,33.16,-24.02,21.6,35.21,194.11,4404.07,4894.72,4540.09
4833.22,4713.27,4832.33,4831.44,4830.71,4830.05,4829.83,4829.56,4830.11,4830.71,4831.82,4833.43,4835.22,4837.41,33.15,-24.16,21.51,35.13,195.1,4407.29,4896.41,4542.77
4834.04,4713.29,4833.22,4832.33,4831.44,4830.71,4830.05,4829.83,4829.56,4830.11,4830.71,4831.82,4833.43,4835.22,33.14,-24.3,21.41,35.06,195.64,4410.48,4898.07,4545.36
4834.83,4713.32,4834.04,4833.22,4832.33,4831.44,4830.71,4830.05,4829.83,4829.56,4830.11,4830.71,4831.82,4833.43,33.14,-24.45,21.31,34.99,196.16,4414.06,4899.41,4547.82
4835.54,4713.34,4834.83,4834.04,4833.22,4832.33,4831.44,4830.71,4830.05,4829.83,4829.56,4830.11,4830.71,4831.82,33.13,-24.59,21.2,34.92,196.21,4417.38,4900.81,4549.87
4836.15,4713.36,4835.54,4834.83,4834.04,4833.22,4832.33,4831.44,4830.71,4830.05,4829.83,4829.56,4830.11,4830.71,33.11,-24.73,21.07,34.84,196.21,4420.97,4902.11,4551.78
4836.4,4713.38,4836.15,4835.54,4834.83,4834.04,4833.22,4832.33,4831.44,4830.71,4830.05,4829.83,4829.56,4830.11,33.09,-24.86,20.93,34.75,196.02,4424.4,4903.41,4553.26
4836.97,4713.41,4836.4,4836.15,4835.54,4834.83,4834.04,4833.22,4832.33,4831.44,4830.71,4830.05,4829.83,4829.56,33.06,-24.98,20.78,34.65,195.45,4427.74,4904.64,4554.44
4837.0,4713.43,4836.97,4836.4,4836.15,4835.54,4834.83,4834.04,4833.22,4832.33,4831.44,4830.71,4830.05,4829.83,33.01,-25.1,20.6,34.54,195.14,4431.18,4906.1,4555.28
4837.31,4713.45,4837.0,4836.97,4836.4,4836.15,4835.54,4834.83,4834.04,4833.22,4832.33,4831.44,4830.71,4830.05,32.96,-25.2,20.42,34.43,194.57,4434.43,4907.39,4555.55
4837.66,4713.48,4837.31,4837.0,4836.97,4836.4,4836.15,4835.54,4834.83,4834.04,4833.22,4832.33,4831.44,4830.71,32.89,-25.31,20.22,34.31,194.3,4437.48,4908.87,4555.37
4837.73,4713.5,4837.66,4837.31,4837.0,4836.97,4836.4,4836.15,4835.54,4834.83,4834.04,4833.22,4832.33,4831.44,32.81,-25.41,20.02,34.19,193.92,4440.4,4910.34,4554.68
4838.31,4713.52,4837.73,4837.66,4837.31,4837.0,4836.97,4836.4,4836.15,4835.54,4834.83,4834.04,4833.22,4832.33,32.73,-25.51,19.82,34.08,193.73,4443.17,4911.74,4553.47
4838.67,4713.54,4838.31,4837.73,4837.66,4837.31,4837.0,4836.97,4836.4,4836.15,4835.54,4834.83,4834.04,4833.22,32.63,-25.61,19.63,33.97,193.84,4445.73,4913.27,4551.77
4839.31,4713.57,4838.67,4838.31,4837.73,4837.66,4837.31,4837.0,4836.97,4836.4,4836.15,4835.54,4834.83,4834.04,32.52,-25.7,19.47,33.87,193.93,4448.13,4914.55,4549.41
4839.99,4713.59,4839.31,4838.67,4838.31,4837.73,4837.66,4837.31,4837.0,4836.97,4836.4,4836.15,4835.54,4834.83,32.4,-25.8,19.32,33.78,194.53,4450.27,4915.96,4546.76
4840.78,4713.61,4839.99,4839.31,4838.67,4838.31,4837.73,4837.66,4837.31,4837.0,4836.97,4836.4,4836.15,4835.54,32.28,-25.91,19.2,33.7,195.15,4452.31,4917.23,4543.42
4841.92,4713.63,4840.78,4839.99,4839.31,4838.67,4838.31,4837.73,4837.66,4837.31,4837.0,4836.97,4836.4,4836.15,32.15,-26.01,19.11,33.63,195.97,4454.13,4918.36,4539.99
4842.84,4713.66,4841.92,4840.78,4839.99,4839.31,4838.67,4838.31,4837.73,4837.66,4837.31,4837.0,4836.97,4836.4,32.01,-26.12,19.06,33.55,197.26,4455.6,4919.48,4536.13
4844.11,4713.68,4842.84,4841.92,4840.78,4839.99,4839.31,4838.67,4838.31,4837.73,4837.66,4837.31,4837.0,4836.97,31.86,-26.23,19.03,33.48,198.35,4456.86,4920.46,4531.91
4845.36,4713.7,4844.11,4842.84,4841.92,4840.78,4839.99,4839.31,4838.67,4838.31,4837.73,4837.66,4837.31,4837.0,31.7,-26.33,19.03,33.41,199.8,4457.93,4921.37,4527.82
4846.78,4713.72,4845.36,4844.11,4842.84,4841.92,4840.78,4839.99,4839.31,4838.67,4838.31,4837.73,4837.66,4837.31,31.54,-26.43,19.05,33.33,201.35,4458.6,4922.21,4523.39
4848.51,4713.75,4846.78,4845.36,4844.11,4842.84,4841.92,4840.78,4839.99,4839.31,4838.67,4838.31,4837.73,4837.66,31.38,-26.53,19.08,33.24,202.77,4459.04,4923.05,4519.17
4850.28,4713.77,4848.51,4846.78,4845.36,4844.11,4842.84,4841.92,4840.78,4839.99,4839.31,4838.67,4838.31,4837.73,31.22,-26.61,19.11,33.16,204.32,4459.07,4923.7,4514.92
4852.51,4713.79,4850.28,4848.51,4846.78,4845.36,4844.11,4842.84,4841.92,4840.78,4839.99,4839.31,4838.67,4838.31,31.06,-26.68,19.15,33.07,205.56,4459.0,4924.51,4510.79
4855.03,4713.81,4852.51,4850.28,4848.51,4846.78,4845.36,4844.11,4842.84,4841.92,4840.78,4839.99,4839.31,4838.67,30.91,-26.74,19.18,32.98,206.9,4458.56,4925.18,4506.84
4858.0,4713.84,4855.03,4852.51,4850.28,4848.51,4846.78,4845.36,4844.11,4842.84,4841.92,4840.78,4839.99,4839.31,30.77,-26.78,19.23,32.9,207.94,4457.88,4925.65,4503.24
4861.76,4713.86,4858.0,4855.03,4852.51,4850.28,4848.51,4846.78,4845.36,4844.11,4842.84,4841.92,4840.78,4839.99,30.64,-26.82,19.27,32.82,208.62,4457.13,4926.38,4499.51
4866.09,4713.88,4861.76,4858.0,4855.03,4852.51,4850.28,4848.51,4846.78,4845.36,4844.11,4842.84,4841.92,4840.78,30.52,-26.83,19.31,32.75,209.18,4456.08,4926.73,4496.33
4871.56,4713.9,4866.09,4861.76,4858.0,4855.03,4852.51,4850.28,4848.51,4846.78,4845.36,4844.11,4842.84,4841.92,30.42,-26.84,19.36,32.7,209.33,4455.02,4927.12,4493.26
4878.06,4713.93,4871.56,4866.09,4861.76,4858.0,4855.03,4852.51,4850.28,4848.51,4846.78,4845.36,4844.11,4842.84,30.34,-26.84,19.41,32.66,209.2,4453.86,4927.35,4490.2
4885.69,4713.95,4878.06,4871.56,4866.09,4861.76,4858.0,4855.03,4852.51,4850.28,4848.51,4846.78,4845.36,4844.11,30.26,-26.84,19.47,32.62,208.83,4452.73,4927.57,4487.54
4894.93,4713.97,4885.69,4878.06,4871.56,4866.09,4861.76,4858.0,4855.03,4852.51,4850.28,4848.51,4846.78,4845.36,30.21,-26.84,19.53,32.6,208.17,4451.55,4927.52,4484.57
4905.43,4714.0,4894.93,4885.69,4878.06,4871.56,4866.09,4861.76,4858.0,4855.03,4852.51,4850.28,4848.51,4846.78,30.16,-26.84,19.61,32.59,207.43,4450.53,4927.53,4482.15
4917.45,4714.02,4905.43,4894.93,4885.69,4878.06,4871.56,4866.09,4861.76,4858.0,4855.03,4852.51,4850.28,4848.51,30.12,-26.85,19.68,32.57,206.26,4449.54,4927.14,4479.26
4931.08,4714.04,4917.45,4905.43,4894.93,4885.69,4878.06,4871.56,4866.09,4861.76,4858.0,4855.03,4852.51,4850.28,30.08,-26.87,19.75,32.55,205.13,4448.76,4926.8,4476.59
4945.72,4714.06,4931.08,4917.45,4905.43,4894.93,4885.69,4878.06,4871.56,4866.09,4861.76,4858.0,4855.03,4852.51,30.05,-26.91,19.8,32.53,203.82,4448.1,4926.36,4473.77
4961.69,4714.09,4945.72,4931.08,4917.45,4905.43,4894.93,4885.69,4878.06,4871.56,4866.09,4861.76,4858.0,4855.03,30.02,-26.95,19.84,32.49,202.48,4447.68,4925.58,4470.86
4978.3,4714.11,4961.69,4945.72,4931.08,4917.45,4905.43,4894.93,4885.69,4878.06,4871.56,4866.09,4861.76,4858.0,29.98,-27.01,19.85,32.44,201.08,4447.35,4925.08,4468.0
4995.37,4714.13,4978.3,4961.69,4945.72,4931.08,4917.45,4905.43,4894.93,4885.69,4878.06,4871.56,4866.09,4861.76,29.95,-27.08,19.82,32.38,199.54,4447.15,4924.07,4464.71
5012.17,4714.15,4995.37,4978.3,4961.69,4945.72,4931.08,4917.45,4905.43,4894.93,4885.69,4878.06,4871.56,4866.09,29.91,-27.16,19.76,32.31,197.99,4447.28,4923.18,4461.54
5028.75,4714.18,5012.17,4995.37,4978.3,4961.69,4945.72,4931.08,4917.45,4905.43,4894.93,4885.69,4878.06,4871.56,29.88,-27.26,19.67,32.23,196.37,4447.4,4922.21,4458.19
5044.18,4714.2,5028.75,5012.17,4995.37,4978.3,4961.69,4945.72,4931.08,4917.45,4905.43,4894.93,4885.69,4878.06,29.86,-27.35,19.56,32.13,194.53,4447.97,4921.03,4454.77
5058.31,4714.22,5044.18,5028.75,5012.17,4995.37,4978.3,4961.69,4945.72,4931.08,4917.45,4905.43,4894.93,4885.69,29.83,-27.45,19.42,32.04,192.87,4448.53,4919.94,4451.27
5070.86,4714.24,5058.31,5044.18,5028.75,5012.17,4995.37,4978.3,4961.69,4945.72,4931.08,4917.45,4905.43,4894.93,29.82,-27.55,19.25,31.95,190.87,4449.51,4918.62,4447.91
5081.41,4714.27,5070.86,5058.31,5044.18,5028.75,5012.17,4995.37,4978.3,4961.69,4945.72,4931.08,4917.45,4905.43,29.8,-27.65,19.07,31.85,188.98,4450.75,4917.44,4444.64
5090.06,4714.29,5081.41,5070.86,5058.31,5044.18,5028.75,5012.17,4995.37,4978.3,4961.69,4945.72,4931.08,4917.45,29.78,-27.74,18.89,31.75,187.01,4452.22,4916.16,4441.5
5096.83,4714.31,5090.06,5081.41,5070.86,5058.31,5044.18,5028.75,5012.17,4995.37,4978.3,4961.69,4945.72,4931.08,29.77,-27.83,18.72,31.66,184.79,4453.97,4914.77,4438.73
5101.67,4714.33,5096.83,5090.06,5081.41,5070.86,5058.31,5044.18,5028.75,5012.17,4995.37,4978.3,4961.69,4945.72,29.74,-27.91,18.57,31.57,182.93,4456.09,4913.58,4436.1
5104.87,4714.36,5101.67,5096.83,5090.06,5081.41,5070.86,5058.31,5044.18,5028.75,5012.17,4995.37,4978.3,4961.69,29.71,-27.98,18.43,31.48,180.73,4458.28,4912.3,4434.09
5106.73,4714.38,5104.87,5101.67,5096.83,5090.06,5081.41,5070.86,5058.31,5044.18,5028.75,5012.17,4995.37,4978.3,29.66,-28.04,18.32,31.39,178.78,4460.82,4911.32,4432.33
5107.39,4714.4,5106.73,5104.87,5101.67,5096.83,5090.06,5081.41,5070.86,5058.31,5044.18,5028.75,5012.17,4995.37,29.61,-28.09,18.23,31.31,176.97,4463.35,4910.23,4431.45
5107.22,4714.42,5107.39,5106.73,5104.87,5101.67,5096.83,5090.06,5081.41,5070.86,5058.31,5044.18,5028.75,5012.17,29.53,-28.14,18.16,31.23,175.14,4466.29,4909.57,4430.82
5106.44,4714.45,5107.22,5107.39,5106.73,5104.87,5101.67,5096.83,5090.06,5081.41,5070.86,5058.31,5044.18,5028.75,29.44,-28.18,18.11,31.14,173.55,4469.13,4909.03,4430.68
5105.33,4714.47,5106.44,5107.22,5107.39,5106.73,5104.87,5101.67,5096.83,5090.06,5081.41,5070.86,5058.31,5044.18,29.33,-28.21,18.09,31.05,172.08,4472.12,4908.86,4431.37
5103.94,4714.49,5105.33,5106.44,5107.22,5107.39,5106.73,5104.87,5101.67,5096.83,5090.06,5081.41,5070.86,5058.31,29.21,-28.25,18.08,30.96,170.79,4474.99,4908.89,4432.19
5102.21,4714.51,5103.94,5105.33,5106.44,5107.22,5107.39,5106.73,5104.87,5101.67,5096.83,5090.06,5081.41,5070.86,29.08,-28.28,18.08,30.87,169.61,4477.95,4909.28,4433.75
5100.48,4714.54,5102.21,5103.94,5105.33,5106.44,5107.22,5107.39,5106.73,5104.87,5101.67,5096.83,5090.06,5081.41,28.94,-28.32,18.07,30.78,168.54,4480.72,4910.0,4435.39
5098.03,4714.56,5100.48,5102.21,5103.94,5105.33,5106.44,5107.22,5107.39,5106.73,5104.87,5101.67,5096.83,5090.06,28.8,-28.37,18.05,30.68,167.57,4483.52,4911.12,4437.5
5095.65,4714.58,5098.03,5100.48,5102.21,5103.94,5105.33,5106.44,5107.22,5107.39,5106.73,5104.87,5101.67,5096.83,28.67,-28.42,18.02,30.57,166.67,4486.13,4912.51,4439.51
5092.48,4714.6,5095.65,5098.03,5100.48,5102.21,5103.94,5105.33,5106.44,5107.22,5107.39,5106.73,5104.87,5101.67,28.53,-28.49,17.97,30.47,165.77,4488.74,4914.21,4441.66
5088.59,4714.63,5092.48,5095.65,5098.03,5100.48,5102.21,5103.94,5105.33,5106.44,5107.22,5107.39,5106.73,5104.87,28.4,-28.56,17.91,30.36,164.82,4491.11,4916.06,4443.77
5084.14,4714.65,5088.59,5092.48,5095.65,5098.03,5100.48,5102.21,5103.94,5105.33,5106.44,5107.22,5107.39,5106.73,28.27,-28.64,17.82,30.24,163.78,4493.36,4918.13,4445.47
5078.61,4714.67,5084.14,5088.59,5092.48,5095.65,5098.03,5100.48,5102.21,5103.94,5105.33,5106.44,5107.22,5107.39,28.16,-28.73,17.72,30.12,162.83,4495.68,4920.46,4447.16
5072.53,4714.7,5078.61,5084.14,5088.59,5092.48,5095.65,5098.03,5100.48,5102.21,5103.94,5105.33,5106.44,5107.22,28.05,-28.84,17.59,30.0,161.57,4497.67,4922.65,4448.35
5065.54,4714.72,5072.53,5078.61,5084.14,5088.59,5092.48,5095.65,5098.03,5100.48,5102.21,5103.94,5105.33,5106.44,27.95,-28.96,17.44,29.89,160.43,4499.74,4925.03,4449.27
5058.07,4714.74,5065.54,5072.53,5078.61,5084.14,5088.59,5092.48,5095.65,5098.03,5100.48,5102.21,5103.94,5105.33,27.85,-29.08,17.28,29.77,159.19,4501.59,4927.17,4449.73
5050.3,4714.76,5058.07,5065.54,5072.53,5078.61,5084.14,5088.59,5092.48,5095.65,5098.03,5100.48,5102.21,5103.94,27.76,-29.21,17.1,29.66,157.82,4503.54,4929.36,4449.99
5042.05,4714.79,5050.3,5058.07,5065.54,5072.53,5078.61,5084.14,5088.59,5092.48,5095.65,5098.03,5100.48,5102.21,27.67,-29.35,16.93,29.56,156.61,4505.33,4931.31,4449.74
5034.38,4714.81,5042.05,5050.3,5058.07,5065.54,5072.53,5078.61,5084.14,5088.59,5092.48,5095.65,5098.03,5100.48,27.58,-29.5,16.76,29.48,155.13,4506.96,4932.97,4449.33
5026.73,4714.83,5034.38,5042.05,5050.3,5058.07,5065.54,5072.53,5078.61,5084.14,5088.59,5092.48,5095.65,5098.03,27.51,-29.66,16.6,29.39,153.9,4508.65,4934.51,4448.79
5019.92,4714.85,5026.73,5034.38,5042.05,5050.3,5058.07,5065.54,5072.53,5078.61,5084.14,5088.59,5092.48,5095.65,27.43,-29.81,16.46,29.32,152.63,4510.3,4935.7,4447.82
5014.06,4714.88,5019.92,5026.73,5034.38,5042.05,5050.3,5058.07,5065.54,5072.53,5078.61,5084.14,5088.59,5092.48,27.37,-29.96,16.33,29.25,151.32,4511.65,4936.54,4447.1
5009.14,4714.9,5014.06,5019.92,5026.73,5034.38,5042.05,5050.3,5058.07,5065.54,5072.53,5078.61,5084.14,5088.59,27.31,-30.11,16.23,29.19,150.4,4513.14,4937.16,4446.05
5005.48,4714.92,5009.14,5014.06,5019.92,5026.73,5034.38,5042.05,5050.3,5058.07,5065.54,5072.53,5078.61,5084.14,27.26,-30.25,16.16,29.12,149.37,4514.42,4937.31,4445.18
5002.85,4714.94,5005.48,5009.14,5014.06,5019.92,5026.73,5034.38,5042.05,5050.3,5058.07,5065.54,5072.53,5078.61,27.22,-30.37,16.12,29.05,148.45,4515.66,4937.28,4444.18
5001.34,4714.97,5002.85,5005.48,5009.14,5014.06,5019.92,5026.73,5034.38,5042.05,5050.3,5058.07,5065.54,5072.53,27.18,-30.48,16.12,28.98,147.79,4516.75,4936.89,4443.34
5000.52,4714.99,5001.34,5002.85,5005.48,5009.14,5014.06,5019.92,5026.73,5034.38,5042.05,5050.3,5058.07,5065.54,27.15,-30.57,16.16,28.89,147.06,4517.71,4936.25,4442.77
5000.2,4715.01,5000.52,5001.34,5002.85,5005.48,5009.14,5014.06,5019.92,5026.73,5034.38,5042.05,5050.3,5058.07,27.11,-30.64,16.23,28.8,146.58,4518.67,4935.44,4441.85
5000.23,4715.03,5000.2,5000.52,5001.34,5002.85,5005.48,5009.14,5014.06,5019.92,5026.73,5034.38,5042.05,5050.3,27.09,-30.7,16.31,28.7,146.18,4519.45,4934.43,4441.31
5000.12,4715.06,5000.23,5000.2,5000.52,5001.34,5002.85,5005.48,5009.14,5014.06,5019.92,5026.73,5034.38,5042.05,27.05,-30.74,16.4,28.6,145.79,4520.18,4933.34,4440.67
4999.64,4715.08,5000.12,5000.23,5000.2,5000.52,5001.34,5002.85,5005.48,5009.14,5014.06,5019.92,5026.73,5034.38,27.02,-30.77,16.51,28.5,145.63,4520.85,4932.23,4440.2
4998.78,4715.1,4999.64,5000.12,5000.23,5000.2,5000.52,5001.34,5002.85,5005.48,5009.14,5014.06,5019.92,5026.73,26.98,-30.8,16.61,28.4,145.41,4521.46,4931.12,4439.72
4996.98,4715.12,4998.78,4999.64,5000.12,5000.23,5000.2,5000.52,5001.34,5002.85,5005.48,5009.14,5014.06,5019.92,26.93,-30.84,16.7,28.31,145.34,4522.02,4930.05,4439.26
4994.62,4715.15,4996.98,4998.78,4999.64,5000.12,5000.23,5000.2,5000.52,5001.34,5002.85,5005.48,5009.14,5014.06,26.88,-30.89,16.77,28.22,145.23,4522.54,4929.1,4439.01
4991.6,4715.17,4994.62,4996.98,4998.78,4999.64,5000.12,5000.23,5000.2,5000.52,5001.34,5002.85,5005.48,5009.14,26.82,-30.95,16.81,28.15,145.3,4522.94,4928.34,4438.69
4987.84,4715.19,4991.6,4994.62,4996.98,4998.78,4999.64,5000.12,5000.23,5000.2,5000.52,5001.34,5002.85,5005.48,26.75,-31.04,16.81,28.08,145.5,4523.53,4927.64,4438.49
4983.91,4715.21,4987.84,4991.6,4994.62,4996.98,4998.78,4999.64,5000.12,5000.23,5000.2,5000.52,5001.34,5002.85,26.67,-31.15,16.79,28.01,145.66,4523.95,4927.03,4438.24
4979.66,4715.24,4983.91,4987.84,4991.6,4994.62,4996.98,4998.78,4999.64,5000.12,5000.23,5000.2,5000.52,5001.34,26.58,-31.29,16.72,27.95,146.0,4524.52,4926.64,4438.32
4975.27,4715.26,4979.66,4983.91,4987.84,4991.6,4994.62,4996.98,4998.78,4999.64,5000.12,5000.23,5000.2,5000.52,26.48,-31.44,16.62,27.88,146.37,4525.12,4926.3,4438.51
4971.13,4715.28,4975.27,4979.66,4983.91,4987.84,4991.6,4994.62,4996.98,4998.78,4999.64,5000.12,5000.23,5000.2,26.38,-31.62,16.49,27.81,146.99,4525.79,4926.03,4438.9
4967.1,4715.3,4971.13,4975.27,4979.66,4983.91,4987.84,4991.6,4994.62,4996.98,4998.78,4999.64,5000.12,5000.23,26.27,-31.81,16.33,27.72,147.59,4526.4,4925.63,4439.63
4963.27,4715.33,4967.1,4971.13,4975.27,4979.66,4983.91,4987.84,4991.6,4994.62,4996.98,4998.78,4999.64,5000.12,26.16,-32.01,16.14,27.64,148.36,4527.08,4925.32,4440.39
4959.71,4715.35,4963.27,4967.1,4971.13,4975.27,4979.66,4983.91,4987.84,4991.6,4994.62,4996.98,4998.78,4999.64,26.06,-32.2,15.95,27.54,149.28,4527.83,4924.84,4441.89
4956.3,4715.37,4959.71,4963.27,4967.1,4971.13,4975.27,4979.66,4983.91,4987.84,4991.6,4994.62,4996.98,4998.78,25.96,-32.39,15.75,27.43,150.3,4528.44,4924.27,4443.38
4953.02,4715.39,4956.3,4959.71,4963.27,4967.1,4971.13,4975.27,4979.66,4983.91,4987.84,4991.6,4994.62,4996.98,25.85,-32.57,15.57,27.32,151.47,4529.1,4923.45,4445.56
4949.83,4715.42,4953.02,4956.3,4959.71,4963.27,4967.1,4971.13,4975.27,4979.66,4983.91,4987.84,4991.6,4994.62,25.76,-32.74,15.38,27.21,152.73,4529.72,4922.5,4448.08
4946.74,4715.44,4949.83,4953.02,4956.3,4959.71,4963.27,4967.1,4971.13,4975.27,4979.66,4983.91,4987.84,4991.6,25.67,-32.9,15.21,27.1,154.0,4530.37,4921.38,4450.84
4943.58,4715.46,4946.74,4949.83,4953.02,4956.3,4959.71,4963.27,4967.1,4971.13,4975.27,4979.66,4983.91,4987.84,25.59,-33.04,15.06,27.0,155.42,4530.9,4920.06,4454.39
4940.32,4715.48,4943.58,4946.74,4949.83,4953.02,4956.3,4959.71,4963.27,4967.1,4971.13,4975.27,4979.66,4983.91,25.5,-33.17,14.95,26.91,156.8,4531.49,4918.61,4458.06
4937.18,4715.51,4940.32,4943.58,4946.74,4949.83,4953.02,4956.3,4959.71,4963.27,4967.1,4971.13,4975.27,4979.66,25.42,-33.31,14.85,26.83,158.23,4531.99,4916.83,4462.33
4933.88,4715.53,4937.18,4940.32,4943.58,4946.74,4949.83,4953.02,4956.3,4959.71,4963.27,4967.1,4971.13,4975.27,25.34,-33.44,14.78,26.77,159.69,4532.66,4915.21,4466.78
4930.75,4715.55,4933.88,4937.18,4940.32,4943.58,4946.74,4949.83,4953.02,4956.3,4959.71,4963.27,4967.1,4971.13,25.25,-33.57,14.72,26.71,161.25,4533.14,4913.13,4471.72
4927.58,4715.57,4930.75,4933.88,4937.18,4940.32,4943.58,4946.74,4949.83,4953.02,4956.3,4959.71,4963.27,4967.1,25.16,-33.71,14.69,26.67,162.73,4533.83,4911.32,4476.94
4924.74,4715.6,4927.58,4930.75,4933.88,4937.18,4940.32,4943.58,4946.74,4949.83,4953.02,4956.3,4959.71,4963.27,25.07,-33.85,14.68,26.64,164.27,4534.51,4909.32,4482.24
4922.09,4715.62,4924.74,4927.58,4930.75,4933.88,4937.18,4940.32,4943.58,4946.74,4949.83,4953.02,4956.3,4959.71,24.97,-34.0,14.68,26.63,165.77,4535.2,4907.32,4487.94
4919.57,4715.64,4922.09,4924.74,4927.58,4930.75,4933.88,4937.18,4940.32,4943.58,4946.74,4949.83,4953.02,4956.3,24.87,-34.15,14.69,26.61,167.46,4536.05,4905.32,4493.71
4917.33,4715.66,4919.57,4922.09,4924.74,4927.58,4930.75,4933.88,4937.18,4940.32,4943.58,4946.74,4949.83,4953.02,24.77,-34.31,14.69,26.61,168.98,4536.75,4903.42,4499.4
4915.37,4715.69,4917.33,4919.57,4922.09,4924.74,4927.58,4930.75,4933.88,4937.18,4940.32,4943.58,4946.74,4949.83,24.67,-34.47,14.69,26.59,170.76,4537.6,4901.58,4505.25
4913.27,4715.71,4915.37,4917.33,4919.57,4922.09,4924.74,4927.58,4930.75,4933.88,4937.18,4940.32,4943.58,4946.74,24.57,-34.62,14.69,26.59,172.46,4538.4,4899.76,4510.92
4911.68,4715.73,4913.27,4915.37,4917.33,4919.57,4922.09,4924.74,4927.58,4930.75,4933.88,4937.18,4940.32,4943.58,24.48,-34.77,14.67,26.57,174.1,4539.15,4898.15,4516.64
4909.91,4715.75,4911.68,4913.27,4915.37,4917.33,4919.57,4922.09,4924.74,4927.58,4930.75,4933.88,4937.18,4940.32,24.39,-34.91,14.65,26.56,175.98,4539.96,4896.43,4522.08
4908.5,4715.78,4909.91,4911.68,4913.27,4915.37,4917.33,4919.57,4922.09,4924.74,4927.58,4930.75,4933.88,4937.18,24.32,-35.05,14.62,26.53,177.66,4540.6,4895.03,4527.3
4906.89,4715.8,4908.5,4909.91,4911.68,4913.27,4915.37,4917.33,4919.57,4922.09,4924.74,4927.58,4930.75,4933.88,24.26,-35.18,14.57,26.5,179.44,4541.3,4893.51,4532.15
4905.45,4715.82,4906.89,4908.5,4909.91,4911.68,4913.27,4915.37,4917.33,4919.57,4922.09,4924.74,4927.58,4930.75,24.22,-35.31,14.5,26.46,181.11,4541.73,4892.23,4536.84
4903.95,4715.84,4905.45,4906.89,4908.5,4909.91,4911.68,4913.27,4915.37,4917.33,4919.57,4922.09,4924.74,4927.58,24.18,-35.43,14.43,26.41,182.79,4542.18,4890.97,4540.87
4902.56,4715.87,4903.95,4905.45,4906.89,4908.5,4909.91,4911.68,4913.27,4915.37,4917.33,4919.57,4922.09,4924.74,24.15,-35.55,14.35,26.35,184.31,4542.34,4889.62,4544.75
4901.19,4715.89,4902.56,4903.95,4905.45,4906.89,4908.5,4909.91,4911.68,4913.27,4915.37,4917.33,4919.57,4922.09,24.12,-35.67,14.27,26.28,185.91,4542.29,4888.39,4547.75
4900.04,4715.91,4901.19,4902.56,4903.95,4905.45,4906.89,4908.5,4909.91,4911.68,4913.27,4915.37,4917.33,4919.57,24.09,-35.79,14.19,26.21,187.23,4542.12,4887.19,4550.62
4898.76,4715.93,4900.04,4901.19,4902.56,4903.95,4905.45,4906.89,4908.5,4909.91,4911.68,4913.27,4915.37,4917.33,24.06,-35.9,14.11,26.12,188.65,4541.69,4885.86,4552.7
4897.64,4715.96,4898.76,4900.04,4901.19,4902.56,4903.95,4905.45,4906.89,4908.5,4909.91,4911.68,4913.27,4915.37,24.03,-36.01,14.03,26.04,189.75,4541.06,4884.68,4554.32
